id,datetime_entry,id_campaign_incoming,id_call_incoming,id_campaign_outgoing,id_call_outgoing,new_status,retry,uniqueid,trunk,id_agent,duration
643864,"2020-01-22 07:11:36",1,236108,NULL,NULL,Hangup,0,1579657206.95498,SIP/TATA_Trunk,17,75
643865,"2020-01-22 07:13:39",1,236109,NULL,NULL,Hangup,0,1579657271.95500,SIP/TATA_Trunk,18,133
643866,"2020-01-22 07:14:01",1,236110,NULL,NULL,OnQueue,0,1579657433.95502,SIP/TATA_Trunk,NULL,NULL
643867,"2020-01-22 07:14:01",1,236110,NULL,NULL,Success,0,1579657433.95502,SIP/TATA_Trunk,23,NULL
643868,"2020-01-22 07:16:41",1,236111,NULL,NULL,OnQueue,0,1579657587.95504,SIP/TATA_Trunk,NULL,NULL
643869,"2020-01-22 07:16:42",1,236111,NULL,NULL,Success,0,1579657587.95504,SIP/TATA_Trunk,17,NULL
643870,"2020-01-22 07:17:46",1,236112,NULL,NULL,OnQueue,0,1579657651.95507,SIP/TATA_Trunk,NULL,NULL
643871,"2020-01-22 07:17:46",1,236112,NULL,NULL,Success,0,1579657651.95507,SIP/TATA_Trunk,8,NULL
643872,"2020-01-22 07:18:07",1,236113,NULL,NULL,OnQueue,0,1579657678.95509,SIP/TATA_Trunk,NULL,NULL
643873,"2020-01-22 07:18:07",1,236113,NULL,NULL,Success,0,1579657678.95509,SIP/TATA_Trunk,18,NULL
643874,"2020-01-22 07:19:47",1,236114,NULL,NULL,OnQueue,0,1579657775.95511,SIP/TATA_Trunk,NULL,NULL
643875,"2020-01-22 07:19:53",1,236111,NULL,NULL,Hangup,0,1579657587.95504,SIP/TATA_Trunk,17,191
643876,"2020-01-22 07:20:02",1,236114,NULL,NULL,Success,0,1579657775.95511,SIP/TATA_Trunk,17,NULL
643877,"2020-01-22 07:20:52",1,236110,NULL,NULL,Hangup,0,1579657433.95502,SIP/TATA_Trunk,23,410
643878,"2020-01-22 07:21:21",1,236115,NULL,NULL,OnQueue,0,1579657863.95513,SIP/TATA_Trunk,NULL,NULL
643879,"2020-01-22 07:21:21",1,236115,NULL,NULL,Success,0,1579657863.95513,SIP/TATA_Trunk,23,NULL
643880,"2020-01-22 07:21:23",1,236114,NULL,NULL,Hangup,0,1579657775.95511,SIP/TATA_Trunk,17,81
643881,"2020-01-22 07:21:36",1,236112,NULL,NULL,Hangup,0,1579657651.95507,SIP/TATA_Trunk,8,230
643882,"2020-01-22 07:21:47",1,236116,NULL,NULL,OnQueue,0,1579657899.95515,SIP/TATA_Trunk,NULL,NULL
643883,"2020-01-22 07:21:47",1,236116,NULL,NULL,Success,0,1579657899.95515,SIP/TATA_Trunk,17,NULL
643884,"2020-01-22 07:22:01",1,236117,NULL,NULL,OnQueue,0,1579657911.95517,SIP/TATA_Trunk,NULL,NULL
643885,"2020-01-22 07:22:01",1,236117,NULL,NULL,Success,0,1579657911.95517,SIP/TATA_Trunk,8,NULL
643886,"2020-01-22 07:22:25",1,236113,NULL,NULL,Hangup,0,1579657678.95509,SIP/TATA_Trunk,18,258
643887,"2020-01-22 07:23:38",1,236115,NULL,NULL,Hangup,0,1579657863.95513,SIP/TATA_Trunk,23,137
643888,"2020-01-22 07:23:46",1,236118,NULL,NULL,OnQueue,0,1579658015.95519,SIP/TATA_Trunk,NULL,NULL
643889,"2020-01-22 07:23:47",1,236118,NULL,NULL,Success,0,1579658015.95519,SIP/TATA_Trunk,18,NULL
643890,"2020-01-22 07:23:55",1,236119,NULL,NULL,OnQueue,0,1579658021.95520,SIP/TATA_Trunk,NULL,NULL
643891,"2020-01-22 07:23:55",1,236119,NULL,NULL,Success,0,1579658021.95520,SIP/TATA_Trunk,23,NULL
643892,"2020-01-22 07:24:00",1,236120,NULL,NULL,OnQueue,0,1579658026.95521,SIP/TATA_Trunk,NULL,NULL
643893,"2020-01-22 07:24:11",1,236116,NULL,NULL,Hangup,0,1579657899.95515,SIP/TATA_Trunk,17,144
643894,"2020-01-22 07:24:20",1,236119,NULL,NULL,Hangup,0,1579658021.95520,SIP/TATA_Trunk,23,24
643895,"2020-01-22 07:24:20",1,236120,NULL,NULL,Success,0,1579658026.95521,SIP/TATA_Trunk,17,NULL
643896,"2020-01-22 07:24:46",1,236117,NULL,NULL,Hangup,0,1579657911.95517,SIP/TATA_Trunk,8,165
643897,"2020-01-22 07:24:46",1,236118,NULL,NULL,Hangup,0,1579658015.95519,SIP/TATA_Trunk,18,59
643898,"2020-01-22 07:25:06",1,236121,NULL,NULL,OnQueue,0,1579658098.95525,SIP/TATA_Trunk,NULL,NULL
643899,"2020-01-22 07:25:07",1,236121,NULL,NULL,Success,0,1579658098.95525,SIP/TATA_Trunk,23,NULL
643900,"2020-01-22 07:26:22",1,236122,NULL,NULL,OnQueue,0,1579658171.95527,SIP/TATA_Trunk,NULL,NULL
643901,"2020-01-22 07:26:23",1,236122,NULL,NULL,Success,0,1579658171.95527,SIP/TATA_Trunk,8,NULL
643902,"2020-01-22 07:26:42",1,236123,NULL,NULL,OnQueue,0,1579658189.95529,SIP/TATA_Trunk,NULL,NULL
643903,"2020-01-22 07:26:42",1,236123,NULL,NULL,Success,0,1579658189.95529,SIP/TATA_Trunk,18,NULL
643904,"2020-01-22 07:27:38",1,236124,NULL,NULL,OnQueue,0,1579658247.95531,SIP/TATA_Trunk,NULL,NULL
643905,"2020-01-22 07:27:38",1,236125,NULL,NULL,OnQueue,0,1579658248.95532,SIP/TATA_Trunk,NULL,NULL
643906,"2020-01-22 07:27:47",1,236124,NULL,NULL,Abandoned,0,1579658247.95531,SIP/TATA_Trunk,NULL,NULL
643907,"2020-01-22 07:27:55",1,236120,NULL,NULL,Hangup,0,1579658026.95521,SIP/TATA_Trunk,17,215
643908,"2020-01-22 07:28:03",1,236125,NULL,NULL,Success,0,1579658248.95532,SIP/TATA_Trunk,17,NULL
643909,"2020-01-22 07:28:54",1,236121,NULL,NULL,Hangup,0,1579658098.95525,SIP/TATA_Trunk,23,227
643910,"2020-01-22 07:28:55",1,236123,NULL,NULL,Hangup,0,1579658189.95529,SIP/TATA_Trunk,18,133
643911,"2020-01-22 07:29:23",1,236122,NULL,NULL,Hangup,0,1579658171.95527,SIP/TATA_Trunk,8,180
643912,"2020-01-22 07:29:28",1,236125,NULL,NULL,Hangup,0,1579658248.95532,SIP/TATA_Trunk,17,85
643913,"2020-01-22 07:29:47",1,236126,NULL,NULL,OnQueue,0,1579658376.95535,SIP/TATA_Trunk,NULL,NULL
643914,"2020-01-22 07:29:48",1,236126,NULL,NULL,Success,0,1579658376.95535,SIP/TATA_Trunk,23,NULL
643915,"2020-01-22 07:31:03",1,236127,NULL,NULL,OnQueue,0,1579658453.95537,SIP/TATA_Trunk,NULL,NULL
643916,"2020-01-22 07:31:04",1,236127,NULL,NULL,Success,0,1579658453.95537,SIP/TATA_Trunk,18,NULL
643917,"2020-01-22 07:32:35",1,236128,NULL,NULL,OnQueue,0,1579658539.95539,SIP/TATA_Trunk,NULL,NULL
643918,"2020-01-22 07:32:36",1,236128,NULL,NULL,Success,0,1579658539.95539,SIP/TATA_Trunk,8,NULL
643919,"2020-01-22 07:32:47",1,236129,NULL,NULL,OnQueue,0,1579658557.95541,SIP/TATA_Trunk,NULL,NULL
643920,"2020-01-22 07:32:48",1,236129,NULL,NULL,Success,0,1579658557.95541,SIP/TATA_Trunk,17,NULL
643921,"2020-01-22 07:33:15",1,236127,NULL,NULL,Hangup,0,1579658453.95537,SIP/TATA_Trunk,18,132
643922,"2020-01-22 07:33:23",1,236126,NULL,NULL,Hangup,0,1579658376.95535,SIP/TATA_Trunk,23,216
643923,"2020-01-22 07:33:24",1,236130,NULL,NULL,OnQueue,0,1579658575.95543,SIP/TATA_Trunk,NULL,NULL
643924,"2020-01-22 07:33:25",1,236130,NULL,NULL,Success,0,1579658575.95543,SIP/TATA_Trunk,18,NULL
643925,"2020-01-22 07:34:23",1,236129,NULL,NULL,Hangup,0,1579658557.95541,SIP/TATA_Trunk,17,95
643926,"2020-01-22 07:34:24",1,236131,NULL,NULL,OnQueue,0,1579658652.95545,SIP/TATA_Trunk,NULL,NULL
643927,"2020-01-22 07:34:25",1,236131,NULL,NULL,Success,0,1579658652.95545,SIP/TATA_Trunk,23,NULL
643928,"2020-01-22 07:35:16",1,236128,NULL,NULL,Hangup,0,1579658539.95539,SIP/TATA_Trunk,8,160
643929,"2020-01-22 07:35:37",1,236132,NULL,NULL,OnQueue,0,1579658727.95547,SIP/TATA_Trunk,NULL,NULL
643930,"2020-01-22 07:35:37",1,236132,NULL,NULL,Success,0,1579658727.95547,SIP/TATA_Trunk,17,NULL
643931,"2020-01-22 07:36:48",1,236130,NULL,NULL,Hangup,0,1579658575.95543,SIP/TATA_Trunk,18,203
643932,"2020-01-22 07:37:06",1,236131,NULL,NULL,Hangup,0,1579658652.95545,SIP/TATA_Trunk,23,162
643933,"2020-01-22 07:38:04",1,236133,NULL,NULL,OnQueue,0,1579658876.95549,SIP/TATA_Trunk,NULL,NULL
643934,"2020-01-22 07:38:05",1,236133,NULL,NULL,Success,0,1579658876.95549,SIP/TATA_Trunk,8,NULL
643935,"2020-01-22 07:39:22",1,236134,NULL,NULL,OnQueue,0,1579658946.95551,SIP/TATA_Trunk,NULL,NULL
643936,"2020-01-22 07:39:23",1,236134,NULL,NULL,Success,0,1579658946.95551,SIP/TATA_Trunk,18,NULL
643937,"2020-01-22 07:40:09",1,236132,NULL,NULL,Hangup,0,1579658727.95547,SIP/TATA_Trunk,17,272
643938,"2020-01-22 07:41:58",1,236133,NULL,NULL,Hangup,0,1579658876.95549,SIP/TATA_Trunk,8,234
643939,"2020-01-22 07:42:44",1,236134,NULL,NULL,Hangup,0,1579658946.95551,SIP/TATA_Trunk,18,202
643940,"2020-01-22 07:42:58",1,236135,NULL,NULL,OnQueue,0,1579659160.95553,SIP/TATA_Trunk,NULL,NULL
643941,"2020-01-22 07:42:58",1,236135,NULL,NULL,Success,0,1579659160.95553,SIP/TATA_Trunk,23,NULL
643942,"2020-01-22 07:43:03",1,236136,NULL,NULL,OnQueue,0,1579659172.95554,SIP/TATA_Trunk,NULL,NULL
643943,"2020-01-22 07:43:03",1,236136,NULL,NULL,Success,0,1579659172.95554,SIP/TATA_Trunk,17,NULL
643944,"2020-01-22 07:43:23",1,236137,NULL,NULL,OnQueue,0,1579659189.95557,SIP/TATA_Trunk,NULL,NULL
643945,"2020-01-22 07:43:23",1,236137,NULL,NULL,Success,0,1579659189.95557,SIP/TATA_Trunk,8,NULL
643946,"2020-01-22 07:43:26",1,236138,NULL,NULL,OnQueue,0,1579659195.95558,SIP/TATA_Trunk,NULL,NULL
643947,"2020-01-22 07:43:26",1,236138,NULL,NULL,Success,0,1579659195.95558,SIP/TATA_Trunk,18,NULL
643948,"2020-01-22 07:43:55",1,236139,NULL,NULL,OnQueue,0,1579659226.95561,SIP/TATA_Trunk,NULL,NULL
643949,"2020-01-22 07:44:40",1,236135,NULL,NULL,Hangup,0,1579659160.95553,SIP/TATA_Trunk,23,102
643950,"2020-01-22 07:44:46",1,236139,NULL,NULL,Success,0,1579659226.95561,SIP/TATA_Trunk,23,NULL
643951,"2020-01-22 07:44:51",1,236140,NULL,NULL,OnQueue,0,1579659261.95562,SIP/TATA_Trunk,NULL,NULL
643952,"2020-01-22 07:44:54",1,236137,NULL,NULL,Hangup,0,1579659189.95557,SIP/TATA_Trunk,8,90
643953,"2020-01-22 07:45:00",1,236141,NULL,NULL,OnQueue,0,1579659289.95564,SIP/TATA_Trunk,NULL,NULL
643954,"2020-01-22 07:45:01",1,236140,NULL,NULL,Success,0,1579659261.95562,SIP/TATA_Trunk,8,NULL
643955,"2020-01-22 07:45:04",1,236141,NULL,NULL,Abandoned,0,1579659289.95564,SIP/TATA_Trunk,NULL,NULL
643956,"2020-01-22 07:45:31",1,236142,NULL,NULL,OnQueue,0,1579659306.95566,SIP/TATA_Trunk,NULL,NULL
643957,"2020-01-22 07:45:44",1,236142,NULL,NULL,Abandoned,0,1579659306.95566,SIP/TATA_Trunk,NULL,NULL
643958,"2020-01-22 07:46:08",1,236143,NULL,NULL,OnQueue,0,1579659356.95567,SIP/TATA_Trunk,NULL,NULL
643959,"2020-01-22 07:46:11",1,236139,NULL,NULL,Hangup,0,1579659226.95561,SIP/TATA_Trunk,23,86
643960,"2020-01-22 07:46:19",1,236143,NULL,NULL,Success,0,1579659356.95567,SIP/TATA_Trunk,23,NULL
643961,"2020-01-22 07:46:27",1,236144,NULL,NULL,OnQueue,0,1579659375.95569,SIP/TATA_Trunk,NULL,NULL
643962,"2020-01-22 07:46:44",1,236144,NULL,NULL,Abandoned,0,1579659375.95569,SIP/TATA_Trunk,NULL,NULL
643963,"2020-01-22 07:48:09",1,236143,NULL,NULL,Hangup,0,1579659356.95567,SIP/TATA_Trunk,23,110
643964,"2020-01-22 07:49:23",1,236140,NULL,NULL,Hangup,0,1579659261.95562,SIP/TATA_Trunk,8,262
643965,"2020-01-22 07:49:33",1,236136,NULL,NULL,Hangup,0,1579659172.95554,SIP/TATA_Trunk,17,390
643966,"2020-01-22 07:49:44",1,236145,NULL,NULL,OnQueue,0,1579659570.95572,SIP/TATA_Trunk,NULL,NULL
643967,"2020-01-22 07:49:45",1,236145,NULL,NULL,Success,0,1579659570.95572,SIP/TATA_Trunk,23,NULL
643968,"2020-01-22 07:50:22",1,236146,NULL,NULL,OnQueue,0,1579659612.95574,SIP/TATA_Trunk,NULL,NULL
643969,"2020-01-22 07:50:23",1,236146,NULL,NULL,Success,0,1579659612.95574,SIP/TATA_Trunk,8,NULL
643970,"2020-01-22 07:50:45",1,236147,NULL,NULL,OnQueue,0,1579659634.95576,SIP/TATA_Trunk,NULL,NULL
643971,"2020-01-22 07:50:46",1,236147,NULL,NULL,Success,0,1579659634.95576,SIP/TATA_Trunk,17,NULL
643972,"2020-01-22 07:51:55",1,236148,NULL,NULL,OnQueue,0,1579659704.95578,SIP/TATA_Trunk,NULL,NULL
643973,"2020-01-22 07:52:32",1,236138,NULL,NULL,Hangup,0,1579659195.95558,SIP/TATA_Trunk,18,546
643974,"2020-01-22 07:52:40",1,236148,NULL,NULL,Success,0,1579659704.95578,SIP/TATA_Trunk,18,NULL
643975,"2020-01-22 07:53:04",1,236145,NULL,NULL,Hangup,0,1579659570.95572,SIP/TATA_Trunk,23,199
643976,"2020-01-22 07:53:08",1,236146,NULL,NULL,Hangup,0,1579659612.95574,SIP/TATA_Trunk,8,165
643977,"2020-01-22 07:53:16",1,236147,NULL,NULL,Hangup,0,1579659634.95576,SIP/TATA_Trunk,17,150
643978,"2020-01-22 07:54:08",1,236148,NULL,NULL,Hangup,0,1579659704.95578,SIP/TATA_Trunk,18,88
643979,"2020-01-22 07:56:09",1,236149,NULL,NULL,OnQueue,0,1579659960.95582,SIP/TATA_Trunk,NULL,NULL
643980,"2020-01-22 07:56:09",1,236149,NULL,NULL,Success,0,1579659960.95582,SIP/TATA_Trunk,23,NULL
643981,"2020-01-22 07:57:45",1,236150,NULL,NULL,OnQueue,0,1579660050.95584,SIP/TATA_Trunk,NULL,NULL
643982,"2020-01-22 07:57:45",1,236150,NULL,NULL,Success,0,1579660050.95584,SIP/TATA_Trunk,8,NULL
643983,"2020-01-22 07:58:14",1,236151,NULL,NULL,OnQueue,0,1579660082.95586,SIP/TATA_Trunk,NULL,NULL
643984,"2020-01-22 07:58:14",1,236151,NULL,NULL,Success,0,1579660082.95586,SIP/TATA_Trunk,17,NULL
643985,"2020-01-22 07:59:10",1,236152,NULL,NULL,OnQueue,0,1579660133.95588,SIP/TATA_Trunk,NULL,NULL
643986,"2020-01-22 07:59:10",1,236152,NULL,NULL,Success,0,1579660133.95588,SIP/TATA_Trunk,18,NULL
643987,"2020-01-22 07:59:43",1,236149,NULL,NULL,Hangup,0,1579659960.95582,SIP/TATA_Trunk,23,214
643988,"2020-01-22 07:59:54",1,236150,NULL,NULL,Hangup,0,1579660050.95584,SIP/TATA_Trunk,8,129
643989,"2020-01-22 08:00:47",1,236153,NULL,NULL,OnQueue,0,1579660238.95590,SIP/TATA_Trunk,NULL,NULL
643990,"2020-01-22 08:00:47",1,236153,NULL,NULL,Success,0,1579660238.95590,SIP/TATA_Trunk,23,NULL
643991,"2020-01-22 08:00:52",1,236153,NULL,NULL,Hangup,0,1579660238.95590,SIP/TATA_Trunk,23,4
643992,"2020-01-22 08:01:54",1,236154,NULL,NULL,OnQueue,0,1579660301.95592,SIP/TATA_Trunk,NULL,NULL
643993,"2020-01-22 08:01:54",1,236154,NULL,NULL,Success,0,1579660301.95592,SIP/TATA_Trunk,8,NULL
643994,"2020-01-22 08:02:34",1,236155,NULL,NULL,OnQueue,0,1579660340.95594,SIP/TATA_Trunk,NULL,NULL
643995,"2020-01-22 08:02:35",1,236155,NULL,NULL,Success,0,1579660340.95594,SIP/TATA_Trunk,23,NULL
643996,"2020-01-22 08:02:57",1,236152,NULL,NULL,Hangup,0,1579660133.95588,SIP/TATA_Trunk,18,226
643997,"2020-01-22 08:03:52",1,236156,NULL,NULL,OnQueue,0,1579660427.95596,SIP/TATA_Trunk,NULL,NULL
643998,"2020-01-22 08:03:52",1,236156,NULL,NULL,Success,0,1579660427.95596,SIP/TATA_Trunk,18,NULL
643999,"2020-01-22 08:03:59",1,236157,NULL,NULL,OnQueue,0,1579660429.95597,SIP/TATA_Trunk,NULL,NULL
644000,"2020-01-22 08:04:31",1,236158,NULL,NULL,OnQueue,0,1579660460.95599,SIP/TATA_Trunk,NULL,NULL
644001,"2020-01-22 08:04:37",1,236155,NULL,NULL,Hangup,0,1579660340.95594,SIP/TATA_Trunk,23,122
644002,"2020-01-22 08:04:44",1,236157,NULL,NULL,Success,0,1579660429.95597,SIP/TATA_Trunk,23,NULL
644003,"2020-01-22 08:04:45",1,236159,NULL,NULL,OnQueue,0,1579660476.95600,SIP/TATA_Trunk,NULL,NULL
644004,"2020-01-22 08:04:58",1,236160,NULL,NULL,OnQueue,0,1579660487.95603,SIP/TATA_Trunk,NULL,NULL
644005,"2020-01-22 08:05:04",1,236161,NULL,NULL,OnQueue,0,1579660479.95601,SIP/TATA_Trunk,NULL,NULL
644006,"2020-01-22 08:05:07",1,236162,NULL,NULL,OnQueue,0,1579660495.95604,SIP/TATA_Trunk,NULL,NULL
644007,"2020-01-22 08:05:44",1,236161,NULL,NULL,Abandoned,0,1579660479.95601,SIP/TATA_Trunk,NULL,NULL
644008,"2020-01-22 08:05:53",1,236158,NULL,NULL,Abandoned,0,1579660460.95599,SIP/TATA_Trunk,NULL,NULL
644009,"2020-01-22 08:06:16",1,236163,NULL,NULL,OnQueue,0,1579660564.95605,SIP/TATA_Trunk,NULL,NULL
644010,"2020-01-22 08:06:21",1,236154,NULL,NULL,Hangup,0,1579660301.95592,SIP/TATA_Trunk,8,267
644011,"2020-01-22 08:06:28",1,236164,NULL,NULL,OnQueue,0,1579660572.95606,SIP/TATA_Trunk,NULL,NULL
644012,"2020-01-22 08:06:29",1,236159,NULL,NULL,Success,0,1579660476.95600,SIP/TATA_Trunk,8,NULL
644013,"2020-01-22 08:06:33",1,236157,NULL,NULL,Hangup,0,1579660429.95597,SIP/TATA_Trunk,23,109
644014,"2020-01-22 08:06:34",1,236160,NULL,NULL,Abandoned,0,1579660487.95603,SIP/TATA_Trunk,NULL,NULL
644015,"2020-01-22 08:06:37",1,236165,NULL,NULL,OnQueue,0,1579660586.95607,SIP/TATA_Trunk,NULL,NULL
644016,"2020-01-22 08:06:39",1,236162,NULL,NULL,Success,0,1579660495.95604,SIP/TATA_Trunk,23,NULL
644017,"2020-01-22 08:06:42",1,236165,NULL,NULL,Abandoned,0,1579660586.95607,SIP/TATA_Trunk,NULL,NULL
644018,"2020-01-22 08:06:47",1,236151,NULL,NULL,Hangup,0,1579660082.95586,SIP/TATA_Trunk,17,513
644019,"2020-01-22 08:06:53",1,236166,NULL,NULL,OnQueue,0,1579660604.95610,SIP/TATA_Trunk,NULL,NULL
644020,"2020-01-22 08:06:55",1,236163,NULL,NULL,Success,0,1579660564.95605,SIP/TATA_Trunk,17,NULL
644021,"2020-01-22 08:07:41",1,236164,NULL,NULL,Abandoned,0,1579660572.95606,SIP/TATA_Trunk,NULL,NULL
644022,"2020-01-22 08:08:11",1,236166,NULL,NULL,Abandoned,0,1579660604.95610,SIP/TATA_Trunk,NULL,NULL
644023,"2020-01-22 08:08:19",1,236167,NULL,NULL,OnQueue,0,1579660690.95613,SIP/TATA_Trunk,NULL,NULL
644024,"2020-01-22 08:08:21",1,236168,NULL,NULL,OnQueue,0,1579660693.95614,SIP/TATA_Trunk,NULL,NULL
644025,"2020-01-22 08:08:22",1,236169,NULL,NULL,OnQueue,0,1579660690.95612,SIP/TATA_Trunk,NULL,NULL
644026,"2020-01-22 08:09:03",1,236170,NULL,NULL,OnQueue,0,1579660714.95615,SIP/TATA_Trunk,NULL,NULL
644027,"2020-01-22 08:09:09",1,236159,NULL,NULL,Hangup,0,1579660476.95600,SIP/TATA_Trunk,8,161
644028,"2020-01-22 08:09:15",1,236167,NULL,NULL,Success,0,1579660690.95613,SIP/TATA_Trunk,8,NULL
644029,"2020-01-22 08:09:20",1,236163,NULL,NULL,Hangup,0,1579660564.95605,SIP/TATA_Trunk,17,145
644030,"2020-01-22 08:09:26",1,236168,NULL,NULL,Success,0,1579660693.95614,SIP/TATA_Trunk,17,NULL
644031,"2020-01-22 08:09:26",1,236170,NULL,NULL,Abandoned,0,1579660714.95615,SIP/TATA_Trunk,NULL,NULL
644032,"2020-01-22 08:09:49",1,236167,NULL,NULL,Hangup,0,1579660690.95613,SIP/TATA_Trunk,8,34
644033,"2020-01-22 08:09:52",1,236171,NULL,NULL,OnQueue,0,1579660783.95618,SIP/TATA_Trunk,NULL,NULL
644034,"2020-01-22 08:09:57",1,236169,NULL,NULL,Success,0,1579660690.95612,SIP/TATA_Trunk,8,NULL
644035,"2020-01-22 08:10:18",1,236172,NULL,NULL,OnQueue,0,1579660810.95620,SIP/TATA_Trunk,NULL,NULL
